prompt_id,case_id,arm,condition,subset,qwen36_tokens
real__sp_highschool2013|node_panel_full_history|ss0|b2500|mechanism_direction,real__sp_highschool2013|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1414
real__sp_highschool2013|recent_history_k20|ws0|b800|direction_only,real__sp_highschool2013|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1290
real__sp_highschool2013|recent_history_k20|ws0|b800|hidden,real__sp_highschool2013|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1243
real__sp_highschool2013|recent_history_k20|ws0|b800|mechanism,real__sp_highschool2013|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1403
real__sp_highschool2013|recent_history_k20|ws0|b800|mechanism_direction,real__sp_highschool2013|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1450
real__sp_highschool2013|time_agnostic_t|ws0|b800|direction_only,real__sp_highschool2013|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,961
real__sp_highschool2013|time_agnostic_t|ws0|b800|hidden,real__sp_highschool2013|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,914
real__sp_highschool2013|time_agnostic_t|ws0|b800|mechanism,real__sp_highschool2013|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,1037
real__sp_highschool2013|time_agnostic_t|ws0|b800|mechanism_direction,real__sp_highschool2013|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1084
real__sp_highschool2013|time_agnostic_t|ws0|b800|metadata_only,real__sp_highschool2013|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,653
real__sp_highschool2013|time_agnostic_t|ws0|b800|mismatched,real__sp_highschool2013|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1068
real__sp_highschool2013|time_respecting|ws0|b800|direction_only,real__sp_highschool2013|time_respecting|ws0|b800,time_respecting,direction_only,factorial,1059
real__sp_highschool2013|time_respecting|ws0|b800|hidden,real__sp_highschool2013|time_respecting|ws0|b800,time_respecting,hidden,factorial,1012
real__sp_highschool2013|time_respecting|ws0|b800|mechanism,real__sp_highschool2013|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1159
real__sp_highschool2013|time_respecting|ws0|b800|mechanism_direction,real__sp_highschool2013|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1206
real__sp_hospital|event_sample_then_full_history|ss0|b9600|direction_only,real__sp_hospital|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,1311
real__sp_hospital|event_sample_then_full_history|ss0|b9600|hidden,real__sp_hospital|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,1263
real__sp_hospital|event_sample_then_full_history|ss0|b9600|mechanism,real__sp_hospital|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1417
real__sp_hospital|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__sp_hospital|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1465
real__sp_hospital|event_sample_then_full_history|ss0|b9600|mismatched,real__sp_hospital|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1386
real__sp_hospital|node_panel_full_history|ss0|b2500|direction_only,real__sp_hospital|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1160
real__sp_hospital|node_panel_full_history|ss0|b2500|hidden,real__sp_hospital|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1113
real__sp_hospital|node_panel_full_history|ss0|b2500|mechanism,real__sp_hospital|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1250
real__sp_hospital|node_panel_full_history|ss0|b2500|mechanism_direction,real__sp_hospital|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1297
real__sp_hospital|recent_history_k20|ws0|b800|direction_only,real__sp_hospital|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1296
real__sp_hospital|recent_history_k20|ws0|b800|hidden,real__sp_hospital|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1249
real__sp_hospital|recent_history_k20|ws0|b800|mechanism,real__sp_hospital|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1409
real__sp_hospital|recent_history_k20|ws0|b800|mechanism_direction,real__sp_hospital|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1456
real__sp_hospital|time_agnostic_t|ws0|b800|direction_only,real__sp_hospital|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,1063
real__sp_hospital|time_agnostic_t|ws0|b800|hidden,real__sp_hospital|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,1016
real__sp_hospital|time_agnostic_t|ws0|b800|mechanism,real__sp_hospital|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,1139
real__sp_hospital|time_agnostic_t|ws0|b800|mechanism_direction,real__sp_hospital|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1186
real__sp_hospital|time_agnostic_t|ws0|b800|metadata_only,real__sp_hospital|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,651
real__sp_hospital|time_agnostic_t|ws0|b800|mismatched,real__sp_hospital|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1170
real__sp_hospital|time_respecting|ws0|b800|direction_only,real__sp_hospital|time_respecting|ws0|b800,time_respecting,direction_only,factorial,1025
real__sp_hospital|time_respecting|ws0|b800|hidden,real__sp_hospital|time_respecting|ws0|b800,time_respecting,hidden,factorial,978
real__sp_hospital|time_respecting|ws0|b800|mechanism,real__sp_hospital|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1125
real__sp_hospital|time_respecting|ws0|b800|mechanism_direction,real__sp_hospital|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1172
real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600|direction_only,real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,1918
real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600|hidden,real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,1870
real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600|mechanism,real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,2024
real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,2072
real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600|mismatched,real__sp_hypertext2009|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1993
real__sp_hypertext2009|event_sample_then_full_history|ss1|b9600|slot1|hidden,real__sp_hypertext2009|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,hidden,seed_replication,1743
real__sp_hypertext2009|event_sample_then_full_history|ss1|b9600|slot1|mechanism,real__sp_hypertext2009|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,mechanism,seed_replication,1897
real__sp_hypertext2009|event_sample_then_full_history|ss2|b9600|slot2|hidden,real__sp_hypertext2009|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,hidden,seed_replication,1852
real__sp_hypertext2009|event_sample_then_full_history|ss2|b9600|slot2|mechanism,real__sp_hypertext2009|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,mechanism,seed_replication,2006
real__sp_hypertext2009|event_sample_then_full_history|ss3|b9600|slot3|hidden,real__sp_hypertext2009|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,hidden,seed_replication,1736
real__sp_hypertext2009|event_sample_then_full_history|ss3|b9600|slot3|mechanism,real__sp_hypertext2009|event_sample_then_full_history|ss3|b9600,event_sample_then_full_history,mechanism,seed_replication,1890
real__sp_hypertext2009|node_panel_full_history|ss0|b2500|direction_only,real__sp_hypertext2009|node_panel_full_history|ss0|b2500,node_panel_full_history,direction_only,factorial,1559
real__sp_hypertext2009|node_panel_full_history|ss0|b2500|hidden,real__sp_hypertext2009|node_panel_full_history|ss0|b2500,node_panel_full_history,hidden,factorial,1512
real__sp_hypertext2009|node_panel_full_history|ss0|b2500|mechanism,real__sp_hypertext2009|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism,factorial,1649
real__sp_hypertext2009|node_panel_full_history|ss0|b2500|mechanism_direction,real__sp_hypertext2009|node_panel_full_history|ss0|b2500,node_panel_full_history,mechanism_direction,factorial,1696
real__sp_hypertext2009|node_panel_full_history|ss1|b2500|slot1|hidden,real__sp_hypertext2009|node_panel_full_history|ss1|b2500,node_panel_full_history,hidden,seed_replication,1435
real__sp_hypertext2009|node_panel_full_history|ss1|b2500|slot1|mechanism,real__sp_hypertext2009|node_panel_full_history|ss1|b2500,node_panel_full_history,mechanism,seed_replication,1572
real__sp_hypertext2009|node_panel_full_history|ss2|b2500|slot2|hidden,real__sp_hypertext2009|node_panel_full_history|ss2|b2500,node_panel_full_history,hidden,seed_replication,1324
real__sp_hypertext2009|node_panel_full_history|ss2|b2500|slot2|mechanism,real__sp_hypertext2009|node_panel_full_history|ss2|b2500,node_panel_full_history,mechanism,seed_replication,1461
real__sp_hypertext2009|node_panel_full_history|ss3|b2500|slot3|hidden,real__sp_hypertext2009|node_panel_full_history|ss3|b2500,node_panel_full_history,hidden,seed_replication,1551
real__sp_hypertext2009|node_panel_full_history|ss3|b2500|slot3|mechanism,real__sp_hypertext2009|node_panel_full_history|ss3|b2500,node_panel_full_history,mechanism,seed_replication,1688
real__sp_hypertext2009|recent_history_k20|ws0|b800|direction_only,real__sp_hypertext2009|recent_history_k20|ws0|b800,recent_history_k20,direction_only,factorial,1123
real__sp_hypertext2009|recent_history_k20|ws0|b800|hidden,real__sp_hypertext2009|recent_history_k20|ws0|b800,recent_history_k20,hidden,factorial,1076
real__sp_hypertext2009|recent_history_k20|ws0|b800|mechanism,real__sp_hypertext2009|recent_history_k20|ws0|b800,recent_history_k20,mechanism,factorial,1236
real__sp_hypertext2009|recent_history_k20|ws0|b800|mechanism_direction,real__sp_hypertext2009|recent_history_k20|ws0|b800,recent_history_k20,mechanism_direction,factorial,1283
real__sp_hypertext2009|recent_history_k20|ws1|b800|slot1|hidden,real__sp_hypertext2009|recent_history_k20|ws1|b800,recent_history_k20,hidden,seed_replication,1089
real__sp_hypertext2009|recent_history_k20|ws1|b800|slot1|mechanism,real__sp_hypertext2009|recent_history_k20|ws1|b800,recent_history_k20,mechanism,seed_replication,1249
real__sp_hypertext2009|recent_history_k20|ws2|b800|slot2|hidden,real__sp_hypertext2009|recent_history_k20|ws2|b800,recent_history_k20,hidden,seed_replication,1107
real__sp_hypertext2009|recent_history_k20|ws2|b800|slot2|mechanism,real__sp_hypertext2009|recent_history_k20|ws2|b800,recent_history_k20,mechanism,seed_replication,1267
real__sp_hypertext2009|recent_history_k20|ws3|b800|slot3|hidden,real__sp_hypertext2009|recent_history_k20|ws3|b800,recent_history_k20,hidden,seed_replication,1102
real__sp_hypertext2009|recent_history_k20|ws3|b800|slot3|mechanism,real__sp_hypertext2009|recent_history_k20|ws3|b800,recent_history_k20,mechanism,seed_replication,1262
real__sp_hypertext2009|time_agnostic_t|ws0|b800|direction_only,real__sp_hypertext2009|time_agnostic_t|ws0|b800,time_agnostic_t,direction_only,factorial,921
real__sp_hypertext2009|time_agnostic_t|ws0|b800|hidden,real__sp_hypertext2009|time_agnostic_t|ws0|b800,time_agnostic_t,hidden,factorial,874
real__sp_hypertext2009|time_agnostic_t|ws0|b800|mechanism,real__sp_hypertext2009|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism,factorial,997
real__sp_hypertext2009|time_agnostic_t|ws0|b800|mechanism_direction,real__sp_hypertext2009|time_agnostic_t|ws0|b800,time_agnostic_t,mechanism_direction,factorial,1044
real__sp_hypertext2009|time_agnostic_t|ws0|b800|metadata_only,real__sp_hypertext2009|time_agnostic_t|ws0|b800,time_agnostic_t,metadata_only,metadata_only,652
real__sp_hypertext2009|time_agnostic_t|ws0|b800|mismatched,real__sp_hypertext2009|time_agnostic_t|ws0|b800,time_agnostic_t,mismatched,mismatched,1028
real__sp_hypertext2009|time_agnostic_t|ws1|b800|slot1|hidden,real__sp_hypertext2009|time_agnostic_t|ws1|b800,time_agnostic_t,hidden,seed_replication,895
real__sp_hypertext2009|time_agnostic_t|ws1|b800|slot1|mechanism,real__sp_hypertext2009|time_agnostic_t|ws1|b800,time_agnostic_t,mechanism,seed_replication,1018
real__sp_hypertext2009|time_agnostic_t|ws2|b800|slot2|hidden,real__sp_hypertext2009|time_agnostic_t|ws2|b800,time_agnostic_t,hidden,seed_replication,895
real__sp_hypertext2009|time_agnostic_t|ws2|b800|slot2|mechanism,real__sp_hypertext2009|time_agnostic_t|ws2|b800,time_agnostic_t,mechanism,seed_replication,1018
real__sp_hypertext2009|time_agnostic_t|ws3|b800|slot3|hidden,real__sp_hypertext2009|time_agnostic_t|ws3|b800,time_agnostic_t,hidden,seed_replication,882
real__sp_hypertext2009|time_agnostic_t|ws3|b800|slot3|mechanism,real__sp_hypertext2009|time_agnostic_t|ws3|b800,time_agnostic_t,mechanism,seed_replication,1005
real__sp_hypertext2009|time_respecting|ws0|b800|direction_only,real__sp_hypertext2009|time_respecting|ws0|b800,time_respecting,direction_only,factorial,988
real__sp_hypertext2009|time_respecting|ws0|b800|hidden,real__sp_hypertext2009|time_respecting|ws0|b800,time_respecting,hidden,factorial,941
real__sp_hypertext2009|time_respecting|ws0|b800|mechanism,real__sp_hypertext2009|time_respecting|ws0|b800,time_respecting,mechanism,factorial,1088
real__sp_hypertext2009|time_respecting|ws0|b800|mechanism_direction,real__sp_hypertext2009|time_respecting|ws0|b800,time_respecting,mechanism_direction,factorial,1135
real__sp_hypertext2009|time_respecting|ws1|b800|slot1|hidden,real__sp_hypertext2009|time_respecting|ws1|b800,time_respecting,hidden,seed_replication,927
real__sp_hypertext2009|time_respecting|ws1|b800|slot1|mechanism,real__sp_hypertext2009|time_respecting|ws1|b800,time_respecting,mechanism,seed_replication,1074
real__sp_hypertext2009|time_respecting|ws2|b800|slot2|hidden,real__sp_hypertext2009|time_respecting|ws2|b800,time_respecting,hidden,seed_replication,935
real__sp_hypertext2009|time_respecting|ws2|b800|slot2|mechanism,real__sp_hypertext2009|time_respecting|ws2|b800,time_respecting,mechanism,seed_replication,1082
real__sp_hypertext2009|time_respecting|ws3|b800|slot3|hidden,real__sp_hypertext2009|time_respecting|ws3|b800,time_respecting,hidden,seed_replication,926
real__sp_hypertext2009|time_respecting|ws3|b800|slot3|mechanism,real__sp_hypertext2009|time_respecting|ws3|b800,time_respecting,mechanism,seed_replication,1073
real__sp_primaryschool|event_sample_then_full_history|ss0|b9600|direction_only,real__sp_primaryschool|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,direction_only,factorial,1562
real__sp_primaryschool|event_sample_then_full_history|ss0|b9600|hidden,real__sp_primaryschool|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,hidden,factorial,1514
real__sp_primaryschool|event_sample_then_full_history|ss0|b9600|mechanism,real__sp_primaryschool|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism,factorial,1668
real__sp_primaryschool|event_sample_then_full_history|ss0|b9600|mechanism_direction,real__sp_primaryschool|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mechanism_direction,factorial,1716
real__sp_primaryschool|event_sample_then_full_history|ss0|b9600|mismatched,real__sp_primaryschool|event_sample_then_full_history|ss0|b9600,event_sample_then_full_history,mismatched,mismatched,1637
real__sp_primaryschool|event_sample_then_full_history|ss1|b9600|slot1|hidden,real__sp_primaryschool|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,hidden,seed_replication,1523
real__sp_primaryschool|event_sample_then_full_history|ss1|b9600|slot1|mechanism,real__sp_primaryschool|event_sample_then_full_history|ss1|b9600,event_sample_then_full_history,mechanism,seed_replication,1677
real__sp_primaryschool|event_sample_then_full_history|ss2|b9600|slot2|hidden,real__sp_primaryschool|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,hidden,seed_replication,1472
real__sp_primaryschool|event_sample_then_full_history|ss2|b9600|slot2|mechanism,real__sp_primaryschool|event_sample_then_full_history|ss2|b9600,event_sample_then_full_history,mechanism,seed_replication,1626
